region,主营业务收入
全国,55161.16
北京,2549.87
天津,1740.11
河北,265.3
山西,123.42
内蒙古,54.97
辽宁,861.93
吉林,73.58
黑龙江,17.06
上海,6132.25
江苏,12859.82
浙江,1937.53
安徽,263.68
福建,2281.22
江西,379.77
山东,3128.52
河南,207.87
湖北,734.35
湖南,311.56
广东,19217.1
广西,201.1
海南,18.05
重庆,216.36
四川,1260.23
贵州,41.27
云南,14.43
西藏,
陕西,233.9
甘肃,20.07
青海,1.28
宁夏,
新疆,14.56
