var,y_weights
x1,0.09339575958387393
x2,0.09188872682288632
x3,0.0905512318647869
x4,0.09335060835023762
x5,0.09339575958387392
x6,0.09021813117834315
x7,0.09335060835023762
x8,0.09339575958387392
x9,0.09339575958387393
x10,0.08192003332762994
x11,0.08513762177038273
